TeamId;GP;G;GA;S;SA;FO%;SB;H;TkA;GvA;InD;PIM/G;PP Ch;PPG;SH GA;SH Ch;PP GA;SHG;Att Total Home;Att Total Away;Att Avg Home;Att Avg Away;Sellouts Home;Sellouts Away;Capacity Use %
647;35;87;121;884;1386;50.1;691;668;159;116;0;10.49;113;26;1;141;26;3;1671;18175;92;1069;0;4;50
648;35;130;115;1282;1099;51.5;517;651;210;154;0;7.17;104;26;1;104;15;0;10263;17340;570;1020;0;3;47
649;35;128;117;1116;1156;51.0;531;696;176;162;0;11.00;134;36;4;123;16;2;18242;17493;1073;971;0;4;30
651;36;90;103;1037;1129;47.9;541;642;185;182;0;12.53;176;25;0;169;25;5;46566;61266;2450;3603;0;0;54
675;34;78;105;978;1011;52.0;506;633;163;187;0;9.79;99;18;2;111;21;1;26181;42697;1540;2511;0;0;44
676;34;92;109;898;1115;49.3;561;634;205;176;0;13.62;130;24;4;142;32;4;60678;39109;3792;2172;0;0;53
682;34;120;51;1174;768;53.6;382;669;192;176;0;12.18;124;22;4;112;8;8;12768;46019;751;2707;0;0;48
706;29;108;74;942;828;52.6;410;578;146;128;0;9.55;124;23;2;108;12;1;13173;19256;878;1375;0;0;52
707;29;49;138;598;1227;48.9;593;536;112;143;0;9.93;81;8;4;113;35;0;3867;23543;257;1681;0;0;19
710;29;97;81;1056;757;47.6;360;679;187;169;0;9.24;120;18;2;106;18;3;13561;25033;904;1788;0;0;59
711;30;131;50;1144;600;52.9;327;628;132;139;0;7.80;128;23;2;112;10;3;53203;21038;3546;1402;0;0;81
712;29;81;93;747;1019;47.0;485;527;141;118;0;11.31;121;13;1;127;18;1;10354;26812;739;1787;0;0;51
713;29;100;77;977;727;48.7;387;531;152;167;0;8.90;112;23;1;110;11;2;78921;16668;5637;1111;0;0;81
714;29;84;92;869;850;51.5;475;532;135;124;0;9.31;125;19;3;115;17;3;45382;26445;3025;1888;0;0;57
715;28;99;82;831;944;53.7;480;536;160;179;0;10.04;102;33;1;105;23;3;24349;13213;1739;943;0;0;58
716;27;74;82;822;792;52.3;381;514;176;159;0;11.93;105;11;3;108;25;3;21407;13661;1529;1050;0;0;56
717;27;95;68;980;685;50.4;353;472;187;166;0;9.04;99;24;0;81;15;0;8757;15470;673;1105;0;0;43
718;28;91;68;917;689;52.0;332;512;157;138;0;11.18;93;14;3;97;14;0;30521;14338;2180;1024;0;0;48
719;28;72;93;716;949;49.3;429;495;182;145;0;8.29;96;13;0;92;13;2;19589;16157;1399;1154;0;0;41
720;27;107;62;1000;626;47.2;293;513;147;150;0;9.00;100;22;1;78;8;2;10301;14719;735;1132;0;0;29
721;27;53;117;562;1048;47.3;499;528;156;185;0;13.11;80;11;3;112;28;2;6956;15990;535;1142;0;0;36
729;48;124;108;1526;1425;50.4;731;957;237;251;0;9.23;202;30;2;197;30;2;242655;158571;10110;6607;1;0;92
732;47;135;104;1794;1439;52.2;681;903;222;228;0;11.91;226;33;4;232;33;3;289833;164507;12076;7152;3;3;97
733;48;100;171;1073;2091;47.8;1044;938;208;219;0;11.81;191;28;3;223;37;3;169528;142671;6781;6203;0;1;56
734;49;130;161;1387;1801;51.3;864;931;252;208;0;11.49;214;33;3;207;32;7;258310;152432;10762;6097;2;0;89
736;48;111;161;1276;1892;48.2;884;886;276;255;0;11.08;197;26;4;219;39;2;37756;181428;1716;6978;0;1;26
737;47;153;93;1883;1175;51.9;565;962;243;212;0;9.23;196;28;6;179;16;3;204415;161868;8887;6744;0;0;59
738;45;118;144;1432;1439;51.1;754;923;226;182;0;10.18;187;27;2;193;29;5;138514;140808;6022;6400;0;0;66
739;48;132;103;1673;1416;51.6;704;1068;268;245;0;10.83;210;28;6;212;25;3;77190;176886;3859;6317;0;0;64
740;48;76;182;1081;2003;46.9;1016;905;292;226;0;11.13;202;18;4;203;26;1;47464;169659;2063;6786;0;0;37
741;49;154;132;1733;1566;53.1;779;959;213;266;0;10.16;209;34;11;192;28;7;85800;131668;3432;5486;0;0;62
742;48;142;135;1588;1561;52.6;739;952;206;192;0;11.40;224;37;3;220;31;4;144613;130852;6287;5234;0;0;68
743;47;136;133;1518;1573;50.0;725;927;254;216;0;12.87;202;36;0;209;36;7;103326;150142;4305;6527;0;0;56
744;50;161;101;2048;1159;52.8;585;1036;261;246;0;9.80;233;30;5;202;28;6;62648;171268;2610;6587;0;1;47
745;49;117;143;1600;1618;48.6;830;1012;235;204;0;11.29;215;26;4;212;40;4;131001;132746;4851;6033;0;0;65
746;41;135;87;1489;947;49.1;475;789;215;192;0;9.63;145;26;4;132;25;3;57446;36743;2872;1749;0;0;52
747;46;117;148;1355;1572;47.0;803;861;241;217;0;10.67;180;25;2;193;37;2;189768;144016;8625;6000;0;0;72
748;46;135;123;1528;1391;50.8;675;904;232;224;0;11.48;191;24;6;205;35;6;115881;113311;4635;5395;0;0;65
749;46;119;123;1413;1630;50.7;757;912;244;223;0;10.65;185;36;1;197;35;1;192437;134480;8747;5603;0;0;76
750;42;127;101;1352;1035;51.2;556;801;261;278;0;7.07;128;17;0;122;22;0;53321;35040;2539;1668;0;0;34
751;48;161;118;1779;1387;48.6;714;989;209;221;0;10.13;213;43;3;184;32;4;174554;95622;6019;5032;0;0;72
752;47;112;148;1403;1569;45.8;768;937;234;233;0;9.66;197;30;4;193;39;3;140419;122461;5850;5324;0;0;56
754;41;119;99;1374;1029;51.7;502;888;262;218;0;7.76;131;20;5;114;19;1;39730;41040;2091;1865;0;0;42
755;44;93;116;1023;1452;48.4;748;819;251;213;0;9.30;156;16;3;168;27;2;52548;40837;2284;1944;0;0;42
758;41;98;104;1131;1143;48.7;591;863;206;249;0;8.71;126;22;2;139;19;3;14317;40215;715;1915;0;0;39
759;42;107;91;1379;1183;53.0;594;805;223;202;0;8.07;142;25;2;140;21;2;54475;40980;2476;2049;0;0;75
760;40;84;106;971;1258;47.8;659;785;222;220;0;8.68;132;14;5;137;21;3;22629;33938;1131;1696;0;0;36
762;40;97;139;1082;1199;47.3;608;750;235;214;0;7.35;119;13;1;131;35;5;30592;39524;1699;1796;0;0;44
764;48;146;139;1463;1610;51.8;784;956;211;242;0;10.42;220;35;0;207;31;3;97352;130058;4232;5202;0;0;64
766;42;113;93;1260;1116;51.1;518;773;257;210;0;8.24;120;14;2;122;16;3;31101;28768;1352;1514;0;0;37
767;41;97;101;1245;1250;50.4;636;765;212;207;0;9.73;130;25;3;145;21;0;43324;33934;2280;1542;0;0;33
768;41;158;45;1650;782;49.9;379;803;252;205;0;10.22;168;36;3;128;11;7;22527;47791;1185;2172;0;0;54
769;41;96;141;997;1563;46.6;731;795;210;245;0;9.76;132;25;2;144;36;3;24054;41169;1266;1871;0;0;42
772;39;80;90;1146;1082;49.3;511;800;210;218;0;8.97;139;15;1;121;10;2;15050;30694;716;1705;0;0;36
774;41;105;74;1405;947;51.5;481;804;229;190;0;7.88;125;24;0;118;14;3;74132;39008;3706;1857;0;0;74
775;41;100;98;1197;1149;51.0;643;818;248;206;0;10.20;131;24;2;149;27;0;18859;35015;898;1750;0;0;36
776;30;73;98;828;975;49.1;426;621;156;141;0;9.80;123;15;2;106;28;1;8519;32098;567;2139;0;0;49
777;30;106;70;1158;819;52.6;378;594;150;123;0;11.67;118;25;0;117;19;4;80560;27309;4738;2100;0;0;57
778;30;83;72;927;890;50.8;407;608;153;116;0;11.07;100;19;3;110;16;3;100870;25841;7205;1615;0;0;72
780;30;88;84;1034;883;46.0;433;624;144;118;0;11.40;113;23;1;120;23;1;23059;25051;1281;2087;0;0;43
783;30;76;99;876;996;48.1;459;641;134;128;0;8.97;107;17;4;107;27;1;26782;39495;1785;2633;0;0;45
784;30;113;83;991;937;51.6;438;629;163;142;0;9.27;108;27;1;110;15;2;18201;29447;1137;2103;0;0;40
794;30;89;101;826;1098;54.4;552;550;114;125;0;9.20;103;25;2;112;26;4;17966;35495;1122;2535;0;0;43
796;30;95;90;1083;806;48.1;374;590;142;150;0;8.03;105;18;3;105;17;1;11045;53523;1840;2230;0;0;49
798;30;77;101;919;1036;48.0;495;586;163;146;0;9.83;95;12;2;114;21;3;25448;29518;1496;2270;0;0;39
828;33;86;103;970;1017;52.2;508;579;155;139;0;8.09;112;21;1;105;18;1;80265;51604;4721;3225;0;0;72
829;35;84;125;1043;1214;52.4;593;745;173;164;0;8.20;117;21;3;124;27;2;47519;65375;2639;3845;0;0;63
830;35;100;95;1104;1158;48.8;532;682;164;144;0;7.06;115;19;2;118;17;2;61234;67298;3602;3738;0;0;71
831;36;121;84;1383;909;53.0;468;666;186;143;0;9.25;125;23;2;127;22;1;35485;60889;1971;3382;0;0;56
832;36;115;101;1122;1068;51.8;527;670;204;191;0;8.92;127;21;3;128;20;6;47071;65756;2615;3653;0;0;60
833;36;108;111;1196;1011;46.9;481;702;198;181;0;7.64;129;23;2;124;19;0;67229;68954;3734;3830;0;1;60
834;36;148;96;1342;995;52.5;523;704;189;160;0;7.33;133;32;5;112;23;2;73818;70246;4342;3697;0;0;79
835;35;97;103;913;1095;49.6;534;661;192;200;0;8.69;112;17;1;128;19;0;60982;18839;3587;1046;0;0;71
836;36;93;99;1043;1192;52.3;572;698;159;171;0;8.06;118;17;0;127;21;4;46528;65557;2584;3642;0;0;42
837;35;107;100;1259;1029;48.8;510;660;185;171;0;8.54;128;29;2;120;28;1;109084;76761;6416;4264;1;0;92
838;36;106;102;1009;1209;48.9;607;654;162;139;0;8.17;128;29;1;117;20;5;34847;67416;2049;3548;0;0;74
839;36;86;129;995;1173;49.7;580;587;209;149;0;8.39;106;12;3;118;24;2;127489;59898;7082;3327;0;0;64
841;36;145;81;1347;884;50.0;451;690;201;183;0;9.08;132;23;0;124;14;1;55700;23129;3094;1284;0;0;71
842;36;82;104;920;1389;46.3;659;658;152;182;0;8.75;120;20;2;120;24;1;23603;65564;1311;3642;0;0;69
843;36;89;125;905;1330;47.4;666;678;166;200;0;9.86;130;17;1;137;26;0;10503;25107;583;1394;0;0;32
844;37;131;83;1339;958;51.5;484;694;189;178;0;7.73;127;24;2;114;18;3;12790;26345;710;1386;0;0;52
845;36;109;113;1265;1088;51.3;480;716;217;215;0;10.00;145;28;2;141;28;4;10582;27416;622;1442;0;0;56
846;36;120;93;1250;977;52.8;528;763;233;177;0;8.89;133;28;1;130;22;1;16653;23548;876;1385;0;0;58
847;34;89;115;1003;1197;48.4;604;727;183;130;0;8.41;115;14;1;119;26;0;22721;60145;1262;3759;0;0;47
848;36;107;68;1166;994;48.0;521;675;208;141;0;9.47;133;25;1;147;17;3;121671;53101;6403;3123;0;0;67
872;30;70;61;965;785;50.6;419;578;189;180;0;7.60;100;19;0;96;19;1;72527;42173;4532;3012;0;0;56
873;31;75;97;859;1181;49.0;586;623;179;169;0;10.23;122;19;2;132;14;5;85929;41304;5054;2950;0;0;62
874;31;96;71;1060;797;53.4;395;558;192;206;0;10.00;105;18;0;120;24;3;97078;40109;6067;2673;0;0;77
875;30;70;74;927;984;50.4;456;676;170;172;0;9.00;118;17;2;110;17;0;56116;46051;3741;3070;0;0;61
876;30;92;74;987;908;49.0;447;622;155;131;0;7.60;127;18;4;104;14;2;37156;49407;2477;3293;0;0;58
877;30;99;70;1078;869;49.2;423;590;174;145;0;10.47;117;25;2;120;16;2;79036;42221;4939;3015;0;0;73
878;31;87;96;928;1111;49.7;508;629;144;132;0;13.06;125;18;3;135;25;4;33847;53187;2256;3324;0;0;50
879;31;105;62;1203;701;49.9;366;622;193;214;0;7.84;127;25;2;100;19;0;181802;42531;11362;2835;1;0;94
880;30;87;74;848;904;52.0;465;526;185;212;0;7.47;107;18;0;87;15;1;48504;60737;3731;3572;0;0;68
881;29;84;72;897;909;49.7;396;620;138;144;0;10.62;128;19;4;117;14;3;41270;51700;2947;3446;0;0;72
882;29;82;63;866;918;47.8;435;571;137;113;0;9.83;114;15;1;123;16;2;69503;42791;4633;3056;0;0;70
883;31;65;81;1006;1001;52.8;495;568;147;118;0;8.87;137;21;4;122;18;1;41913;49980;2619;3332;0;0;56
885;30;56;98;788;1059;50.1;563;620;168;127;0;10.17;108;10;3;120;23;1;27816;60596;2139;3564;0;0;71
886;31;90;82;1181;841;52.1;423;597;187;159;0;10.55;118;31;3;119;18;4;56428;51208;3761;3200;0;0;68
887;30;85;64;1076;943;48.0;461;596;155;127;0;9.57;120;25;0;116;18;5;15406;46243;962;3303;0;0;61
890;30;76;87;858;930;51.4;471;573;188;205;0;8.73;118;19;1;109;26;3;8235;50971;549;3398;0;0;47
891;31;80;90;931;975;49.5;470;611;183;241;0;9.06;105;16;2;102;14;1;35620;45765;2374;2860;0;0;47
892;30;90;72;1022;739;51.2;360;612;170;143;0;7.77;114;17;4;106;26;2;52655;56735;3761;3545;0;0;57
893;31;79;97;817;1190;53.0;549;650;157;137;0;10.71;124;14;1;132;24;5;78267;45038;4891;3002;0;0;76
894;31;65;115;779;1144;45.5;476;561;190;204;0;8.68;110;13;3;111;27;1;21028;44916;1401;2807;0;0;40
897;30;92;74;956;803;53.2;409;551;163;178;0;8.40;104;23;0;106;14;1;116511;52301;7767;3486;0;0;62
904;30;72;110;746;1135;49.2;538;545;172;174;0;8.43;106;17;3;103;15;1;19884;27430;1169;2110;0;0;33
911;43;128;78;1418;1075;51.7;533;785;260;217;0;9.19;142;27;2;143;18;1;55782;43864;2656;1993;0;0;29
945;30;65;92;827;977;46.6;498;612;187;174;0;8.47;106;16;1;116;24;1;42781;50051;3055;3128;0;0;59
957;31;106;55;1224;612;53.4;304;579;197;190;0;6.71;105;23;1;94;10;2;5676;48399;354;3226;0;0;55
966;31;82;75;817;975;48.2;469;560;225;180;0;8.32;98;12;1;104;11;5;27176;50381;1698;3358;0;0;49
978;32;72;84;879;1003;47.7;512;691;197;234;0;9.09;120;12;2;113;12;1;18558;72483;1237;4263;0;0;40
1086;17;87;70;473;548;50.1;249;300;74;79;0;14.24;80;17;0;70;18;0;526;3966;65;440;0;0;33
1093;41;97;100;1167;1175;52.4;605;801;270;218;0;9.07;155;27;4;152;23;3;16506;43079;917;1873;0;0;31
1095;32;100;98;1105;1066;49.4;489;726;193;184;0;14.44;144;19;6;150;23;2;124570;73573;7785;4598;0;0;74
1096;35;105;100;1109;1096;50.2;523;664;204;206;0;15.17;189;29;3;166;25;2;105674;73258;5870;4309;0;0;61
1097;31;95;82;1080;910;52.1;419;583;178;175;0;12.00;125;22;1;134;20;4;120008;65639;9231;3646;0;0;70
1340;38;171;115;1383;1010;53.0;506;652;210;216;0;12.82;189;56;6;190;44;5;34957;47336;1839;2491;0;0;49
1368;21;60;91;625;681;50.0;325;401;115;66;0;10.52;80;12;2;72;22;1;21895;47463;2736;3651;0;0;80
1371;43;156;107;1544;1394;52.8;640;888;252;228;0;9.53;161;41;2;171;26;2;18692;135791;849;6466;0;0;65
1415;29;66;80;1047;826;47.8;392;618;169;160;0;12.03;126;19;3;142;22;1;8053;46934;575;3128;0;0;52
1422;30;95;115;971;965;48.8;510;500;153;147;0;20.53;119;20;0;128;23;1;5637;9233;352;659;0;0;35
1423;27;56;115;662;994;46.5;507;440;133;126;0;9.30;77;13;1;94;23;0;8866;37379;591;3114;0;0;27
1425;31;107;108;1011;903;50.7;445;555;138;112;0;22.74;135;29;1;123;28;2;20369;7928;1198;566;0;0;54
1426;30;112;85;979;922;49.9;440;546;138;112;0;16.60;126;20;2;115;26;1;7045;9799;469;653;0;0;31
1427;32;108;105;887;1037;50.3;469;493;147;106;0;19.47;122;19;3;116;19;3;7046;11507;469;676;0;0;31
1429;32;132;88;1056;843;47.9;467;487;161;130;0;16.19;106;24;1;116;15;3;19530;9196;1302;540;0;0;47
1430;32;85;152;873;1226;53.4;518;481;160;133;0;22.50;103;13;3;127;27;3;10335;8811;689;518;0;0;30
1440;32;71;140;636;1238;49.1;635;489;163;125;0;20.03;120;16;5;127;28;0;8290;9598;518;599;0;0;43
1443;31;168;87;1407;681;51.8;331;578;152;125;0;23.52;159;38;3;134;25;1;5801;9580;362;638;0;0;36
1453;32;90;148;759;1244;45.8;657;534;156;179;0;25.63;145;29;1;164;31;4;2977;9822;186;613;0;0;29
1472;35;88;106;977;1156;48.1;525;672;208;241;0;11.14;139;22;2;167;35;2;11473;80501;674;4472;0;0;39
1475;35;108;82;1155;993;49.0;531;598;226;180;0;10.80;145;27;2;158;17;5;12047;19146;669;1126;0;0;38
1477;35;102;79;1163;928;50.3;439;694;180;203;0;9.94;160;31;0;153;22;2;34710;12533;2041;696;0;0;54
1481;35;101;84;918;1025;54.7;572;669;187;224;0;11.17;131;27;3;155;22;1;6417;15289;377;849;0;0;45
1492;42;88;113;968;1439;49.4;737;795;234;203;0;9.43;137;21;1;138;13;4;40991;30321;1863;1516;0;0;37
1497;41;105;102;1179;1221;49.4;634;782;242;242;0;8.46;123;18;0;139;21;2;9785;33627;489;1601;0;0;33
1503;41;96;95;1190;1007;48.4;573;769;240;229;0;7.93;154;25;2;137;25;0;34512;38147;1725;1816;0;0;43
1505;42;125;113;1411;1292;52.5;631;782;212;233;0;8.86;148;27;2;141;21;3;28488;48738;1356;2320;0;0;45
1527;27;80;60;901;677;51.1;365;520;140;104;0;11.30;90;12;1;103;14;3;75051;75348;6254;5023;0;0;63
1809;35;104;113;1090;1127;53.1;570;690;182;141;0;10.49;114;25;1;128;32;3;263;19873;15;1104;17;3;0
1813;36;71;102;982;1265;51.7;525;732;204;220;0;10.89;170;16;4;161;26;2;14765;58998;820;3277;0;0;52
1814;36;125;78;1336;921;52.2;422;679;222;177;0;11.14;173;37;2;163;18;3;30824;61598;1712;3422;0;0;64
1825;35;131;122;1213;1009;47.6;490;666;173;122;0;10.71;123;23;4;122;33;4;6413;16653;377;925;0;4;25
1835;35;137;101;1408;932;55.1;456;702;179;171;0;9.49;132;26;2;112;21;0;5949;17942;349;996;17;3;0
1836;35;174;83;1529;814;51.3;391;687;189;127;0;8.69;122;31;1;123;24;6;5458;19717;303;1159;18;3;178
1838;35;118;102;1179;972;48.4;465;672;185;121;0;9.00;127;35;1;120;13;5;35189;21778;2069;1209;0;3;68
1854;35;87;94;858;1186;49.1;574;642;213;176;0;10.49;147;21;4;158;24;1;3498;14260;194;838;0;0;39
1861;35;80;113;854;1284;50.5;677;572;165;209;0;11.00;173;23;3;156;25;3;8772;13977;487;822;0;0;32
1869;35;83;101;1026;1009;47.0;517;669;210;202;0;8.89;155;21;4;136;29;3;12004;15200;706;844;0;0;36
1871;35;94;97;1165;906;51.3;443;614;218;189;0;11.14;153;19;2;150;25;1;17217;13636;956;802;0;0;50
1872;35;82;92;1109;995;51.2;444;689;175;209;0;10.60;144;17;3;140;25;1;18370;65812;1080;3656;0;0;68
1876;35;70;82;929;1203;49.6;609;608;207;212;0;9.94;158;18;1;145;17;1;10635;68143;625;3785;0;0;30
1880;47;137;119;1590;1366;50.0;634;977;270;254;0;10.26;180;38;2;203;29;2;121353;149823;5056;6514;0;0;42
