PlayerId;TeamId;FranchiseId;Games Played;Minutes Played;Wins;Losses;OT;Shots Against;Saves;Goals Against;Goals Against Average;Shutouts;Save Percentage;Game Rating
168089;720;720;3;189;1;1;1;104;96;8;2.54;0;.923;77
13714;8;8;4;240;4;0;0;144;132;12;2.99;0;.917;82
13715;841;841;1;58;0;1;0;49;46;3;3.06;0;.939;85
165532;175;175;1;60;1;0;0;23;21;2;2.00;0;.913;60
13976;710;710;3;179;0;2;1;72;60;12;4.00;0;.833;45
14047;578;578;3;180;2;1;0;91;85;6;2.00;0;.934;77
165582;24;24;3;135;2;1;0;79;70;9;3.98;0;.886;59
14259;584;584;2;119;1;1;0;63;53;10;5.04;0;.841;42
14266;23;23;2;119;0;2;0;53;46;7;3.51;0;.868;47
14305;19;19;5;299;3;2;0;152;145;7;1.40;2;.954;86
165723;837;837;5;300;5;0;0;149;139;10;2.00;1;.933;81
165751;435;435;3;138;1;2;0;86;79;7;3.03;1;.919;76
168206;414;414;4;153;2;2;0;70;60;10;3.91;0;.857;47
188888;116;116;5;251;2;2;0;111;99;12;2.86;1;.892;60
14783;1927;1927;3;180;0;3;0;105;92;13;4.33;0;.876;52
188911;115;115;4;238;1;3;0;82;69;13;3.27;0;.841;46
194264;137;137;4;241;3;1;0;129;113;16;3.98;0;.876;53
188918;112;112;3;177;1;2;0;88;72;16;5.39;0;.818;37
183737;4864;4864;1;59;0;1;0;24;23;1;1.01;0;.958;70
15538;832;832;4;221;1;3;0;134;119;15;4.07;0;.888;60
15558;2579;2579;3;179;2;1;0;66;57;9;3.01;0;.864;49
15564;452;452;4;201;3;0;0;81;72;9;2.68;0;.889;59
168360;444;444;3;179;2;1;0;108;101;7;2.35;0;.935;73
183783;415;415;3;179;1;2;0;92;87;5;1.67;0;.946;81
189008;108;108;3;180;2;1;0;77;68;9;3.00;0;.883;63
189081;187;187;2;120;1;1;0;73;67;6;3.00;0;.918;70
166381;27;27;4;254;4;0;0;111;106;5;1.18;1;.955;82
178384;40;19;1;60;0;1;0;42;39;3;3.00;0;.929;79
16587;513;513;4;240;2;2;0;135;124;11;2.75;0;.919;72
16588;2493;2493;5;260;2;2;0;134;122;12;2.77;1;.910;69
173279;4644;4644;4;234;0;4;0;177;156;21;5.36;0;.881;60
183844;29;29;4;193;3;0;0;118;108;10;3.10;0;.915;70
178394;188;188;1;60;1;0;0;34;32;2;2.00;0;.941;78
16742;619;619;4;239;2;2;0;108;96;12;3.01;0;.889;56
178413;17;17;5;240;2;2;0;89;78;11;2.75;0;.876;49
183859;142;142;5;288;3;2;0;167;148;19;3.95;0;.886;62
16838;830;830;1;60;1;0;0;19;18;1;1.00;0;.947;68
17043;30;30;7;424;3;3;1;269;250;19;2.68;0;.929;77
173340;231;231;2;120;2;0;0;49;49;0;0.00;2;1.000;96
-1;4961;4961;7;332;1;5;0;241;212;29;5.23;0;.880;59
-1;632;632;2;120;1;1;0;57;52;5;2.50;0;.912;67
194502;86;86;4;245;2;2;0;108;96;12;2.94;0;.889;61
17565;714;714;3;180;2;1;0;90;81;9;3.00;0;.900;63
17596;1443;1443;4;240;4;0;0;56;50;6;1.50;1;.893;63
17625;651;651;3;187;1;1;1;83;72;11;3.52;0;.867;54
17711;551;551;4;240;4;0;0;75;71;4;1.00;1;.947;73
194531;99;99;4;244;3;1;0;135;124;11;2.70;1;.919;74
189225;1340;1340;3;178;1;2;0;93;80;13;4.36;0;.860;45
-1;443;443;3;180;1;2;0;102;91;11;3.67;0;.892;62
-1;911;911;3;143;1;0;1;82;73;9;3.75;0;.890;62
18213;8;8;3;179;2;1;0;107;98;9;3.00;0;.916;75
189264;129;129;3;150;1;2;0;90;75;15;5.98;0;.833;47
-1;766;766;4;245;3;1;0;136;126;10;2.45;0;.926;77
-1;429;429;3;179;2;1;0;86;82;4;1.34;2;.953;83
-1;4949;4949;3;180;1;1;1;83;78;5;1.66;1;.940;77
-1;211;211;3;171;1;2;0;106;91;15;5.25;0;.858;49
173519;441;441;1;60;0;1;0;41;37;4;4.00;0;.902;70
18801;2465;2465;4;237;0;4;0;167;153;14;3.54;0;.916;78
-1;433;433;3;132;1;1;0;63;60;3;1.36;0;.952;72
194632;102;102;5;269;2;1;1;117;109;8;1.78;0;.932;68
18965;632;632;5;348;5;0;0;126;118;8;1.38;1;.937;77
168712;14;14;4;225;2;2;0;96;85;11;2.92;0;.885;59
19010;1931;1931;4;147;1;2;0;83;71;12;4.88;0;.855;55
173575;437;437;3;176;1;2;0;111;102;9;3.06;0;.919;73
200436;130;130;3;179;1;2;0;90;79;11;3.68;0;.878;59
19473;582;582;3;128;1;1;0;67;58;9;4.21;0;.866;52
168842;880;880;4;240;3;1;0;141;126;15;3.75;0;.894;65
168855;444;444;1;60;1;0;0;20;19;1;1.00;0;.950;81
168872;24;24;5;284;2;2;0;144;131;13;2.74;0;.910;63
189333;100;100;4;240;2;1;1;121;109;12;2.99;0;.901;66
168907;186;186;1;59;0;1;0;25;20;5;5.02;0;.800;33
184069;208;208;2;118;0;2;0;54;47;7;3.55;0;.870;51
168926;638;638;4;240;3;1;0;125;114;11;2.75;0;.912;72
168954;228;228;3;168;1;2;0;111;98;13;4.63;0;.883;59
19954;2557;2557;4;234;0;3;1;147;133;14;3.58;1;.905;70
20122;646;646;4;256;1;1;2;126;113;13;3.04;0;.897;65
169096;190;190;2;119;1;1;0;61;55;6;3.01;0;.902;65
20196;2287;2287;2;120;0;2;0;59;54;5;2.50;0;.915;70
169166;226;226;3;179;1;2;0;85;76;9;3.01;0;.894;61
200514;116;116;3;171;1;1;1;67;56;11;3.86;0;.836;45
169226;186;186;3;180;1;1;1;107;98;9;3.00;0;.916;74
189433;91;91;4;231;2;2;0;123;113;10;2.59;0;.919;69
189439;107;107;4;240;4;0;0;120;107;13;3.25;0;.892;61
189448;88;88;4;240;2;2;0;117;101;16;3.99;0;.863;53
169325;558;558;1;60;1;0;0;15;14;1;1.00;0;.933;63
20645;1415;877;1;65;0;0;1;31;28;3;2.77;0;.903;65
173699;36;29;1;59;0;1;0;46;42;4;4.03;0;.913;81
169478;2287;2287;2;120;2;0;0;54;47;7;3.50;0;.870;57
169493;562;562;2;123;0;1;1;91;81;10;4.88;0;.890;61
184175;224;224;2;120;1;1;0;77;71;6;3.00;0;.922;78
194893;191;191;3;180;2;1;0;72;66;6;2.00;0;.917;66
178743;449;449;2;130;1;1;0;67;60;7;3.23;0;.896;63
194899;101;101;4;236;3;1;0;124;114;10;2.54;0;.919;75
169552;642;642;2;63;0;1;0;36;32;4;3.76;0;.889;57
169615;4989;4989;2;119;0;2;0;69;62;7;3.51;0;.899;67
169680;760;760;4;239;2;2;0;101;95;6;1.50;0;.941;74
178789;554;554;3;180;3;0;0;36;36;0;0.00;3;1.000;82
169868;4182;4182;3;179;2;1;0;105;96;9;3.02;0;.914;70
189558;103;103;3;180;3;0;0;82;74;8;2.67;0;.902;68
21607;2162;2162;3;183;1;2;0;121;107;14;4.58;0;.884;63
189573;102;102;3;153;1;2;0;83;71;12;4.68;0;.855;47
189576;97;97;4;232;0;4;0;137;118;19;4.90;0;.861;55
189581;107;107;3;185;2;0;1;78;74;4;1.30;0;.949;78
173840;718;718;4;245;3;1;0;117;106;11;2.69;0;.906;67
195001;126;126;3;175;2;1;0;67;57;10;3.42;0;.851;45
178841;419;419;3;178;2;1;0;77;70;7;2.35;0;.909;69
195017;119;119;3;162;1;1;1;100;86;14;5.18;0;.860;54
170037;4794;4794;2;120;1;1;0;86;77;9;4.50;0;.895;71
170042;565;565;3;135;2;1;0;92;85;7;3.09;0;.924;68
173856;75;75;1;59;0;1;0;32;28;4;4.03;0;.875;63
170114;4959;4959;4;189;0;2;1;132;121;11;3.47;0;.917;74
22144;2164;2164;1;40;0;0;0;32;31;1;1.47;0;.969;86
22316;2162;2162;3;184;1;1;1;81;73;8;2.60;0;.901;62
22349;452;452;1;38;0;1;0;26;21;5;7.78;0;.808;41
178890;417;417;1;60;1;0;0;23;21;2;2.00;0;.913;71
170294;60;27;1;60;1;0;0;12;10;2;2.00;0;.833;48
22413;2193;2193;3;179;2;1;0;71;63;8;2.68;0;.887;62
189628;89;89;5;226;0;4;1;124;100;24;6.36;0;.806;36
195089;124;124;4;230;2;1;1;123;107;16;4.16;0;.870;54
170351;194;194;2;120;1;1;0;48;43;5;2.50;0;.896;61
189639;105;105;4;240;1;1;2;115;108;7;1.75;0;.939;75
173918;174;174;1;58;0;1;0;27;23;4;4.08;0;.852;56
189644;95;95;5;287;3;2;0;140;124;16;3.34;1;.886;61
178911;152;152;1;63;0;0;1;28;25;3;2.82;0;.893;69
22684;566;566;2;120;2;0;0;45;41;4;2.00;0;.911;63
195111;125;125;4;242;1;2;1;146;129;17;4.20;0;.884;57
170499;427;427;3;182;2;1;0;92;88;4;1.31;1;.957;91
173954;438;438;3;190;2;0;1;80;76;4;1.26;0;.950;73
170536;503;503;5;270;2;2;0;156;143;13;2.89;0;.917;77
170543;4923;4923;4;243;0;3;1;142;125;17;4.18;0;.880;61
170547;769;769;5;244;0;4;0;194;179;15;3.67;0;.923;74
173961;4620;4620;1;60;1;0;0;17;16;1;1.00;0;.941;71
170598;48;48;1;32;0;0;0;22;20;2;3.74;0;.909;54
195164;218;218;2;124;1;1;0;74;66;8;3.85;0;.892;72
23251;994;994;2;120;2;0;0;56;52;4;2.00;0;.929;71
174017;1838;1838;3;156;1;2;0;83;72;11;4.22;0;.867;54
195169;129;129;5;270;4;0;0;148;134;14;3.10;0;.905;65
184398;4245;4245;1;64;1;0;0;33;31;2;1.87;0;.939;77
23433;842;842;4;237;1;3;0;139;127;12;3.03;1;.914;76
170878;430;430;4;193;2;0;1;99;89;10;3.10;0;.899;64
170886;440;440;2;120;2;0;0;26;24;2;1.00;1;.923;67
195238;200;200;2;77;0;1;0;63;60;3;2.33;0;.952;79
170928;443;443;1;60;0;1;0;36;32;4;4.00;0;.889;65
170963;38;38;1;60;1;0;0;28;27;1;1.00;0;.964;80
195251;4949;4949;1;60;1;0;0;21;20;1;1.00;0;.952;71
179071;420;420;1;45;0;1;0;41;35;6;7.96;0;.854;45
184437;78;78;1;59;0;1;0;31;28;3;3.01;0;.903;67
174147;179;179;2;130;2;0;0;77;72;5;2.31;0;.935;84
174153;188;188;3;180;3;0;0;82;73;9;3.00;0;.890;59
174164;4849;4849;3;179;1;2;0;103;96;7;2.33;1;.932;79
195346;95;95;3;130;1;1;0;81;76;5;2.29;0;.938;72
174209;178;178;3;154;0;3;0;137;124;13;5.05;0;.905;69
195363;4959;4959;1;54;0;1;0;42;36;6;6.62;0;.857;50
24593;642;642;4;235;2;2;0;160;143;17;4.32;0;.894;63
171405;2620;2620;2;130;1;0;1;64;56;8;3.69;0;.875;53
171517;431;431;1;60;1;0;0;33;32;1;1.00;0;.970;88
179143;423;423;3;120;0;3;0;92;78;14;6.96;0;.848;48
174241;421;421;2;120;2;0;0;40;36;4;2.00;0;.900;63
179154;26;26;4;244;0;1;3;138;119;19;4.66;0;.862;52
171660;1096;1096;1;59;0;1;0;23;20;3;3.03;0;.870;53
171662;176;176;2;120;0;2;0;75;65;10;5.00;0;.867;53
171673;64;64;1;60;0;1;0;26;22;4;4.00;0;.846;50
171730;220;220;3;149;1;1;0;66;55;11;4.41;0;.833;48
-1;196;196;2;120;2;0;0;73;69;4;2.00;0;.945;87
